receptorIdentificatie;rekentoolVersie;rekenjaar;naamOverheid;naam;toetspuntSoort;grondslag;opmerking;no2Concentratie;noxSRM1;noxSRM2;no2SRM1DirecteUitstoot;no2SRM2DirecteUitstoot;no2SRMConversiebijdrage;no2AchtergrondConcentratie;no2GCN;no2HWNdubtelcorrectie;no2GCNenEigenCorrectie;o3AchtergrondConcentratie;o3GCN;o3HWNdubtelcorrectie;o3GCNenEigenCorrectie;pm10Concentratie;pm10Overschrijdingsdagen;pm10SRM1;pm10SRM2;pm10AchtergrondConcentratie;pm10GCN;pm10HWNdubtelcorrectie;pm10GCNenEigenCorrectie;pm25Concentratie;pm25SRM1;pm25SRM2;pm25AchtergrondConcentratie;pm25GCN;pm25HWNdubtelcorrectie;pm25GCNenEigenCorrectie;ecConcentratie;ecSRM1;ecSRM2;ecAchtergrondConcentratie;ecGCN;ecHWNdubtelcorrectie;ecGCNenEigenCorrectie;geometrie
34366966_1091064;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;16.1491;8.6034;1.0207;0.8990;0.1456;2.4585;12.6460;-999;-0.2640;0.0000;48.7730;-999;-999;-999;17.4019;6.1100;0.8265;0.0944;16.4810;-999;-0.0290;0.0000;8.5584;0.2190;0.0285;8.3110;-999;-0.0090;0.0000;0.4723;0.0344;0.0049;0.4330;-999;-0.0050;0.0000;POINT(120828.607371421 489336.238367851)
34366966_1091065;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;14.2515;5.1582;4.3096;0.4665;0.6918;2.9412;10.1520;-999;-1.6480;0.0000;49.9970;-999;-999;-999;15.0428;6.0000;0.4528;0.4699;14.1200;-999;-0.2300;0.0000;7.5762;0.1239;0.1423;7.3100;-999;-0.0600;0.0000;0.4090;0.0214;0.0236;0.3640;-999;-0.0340;0.0000;POINT(127988.107451541 480710.875855871)
34366966_1091066;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;11.7434;4.1264;0.7333;0.4512;0.0958;1.3943;9.8020;-999;-0.1580;0.0000;51.3270;-999;-999;-999;14.9884;6.0000;0.2866;0.0598;14.6420;-999;-0.0180;0.0000;6.7874;0.0854;0.0180;6.6840;-999;-0.0060;0.0000;0.3311;0.0160;0.0031;0.3120;-999;-0.0030;0.0000;POINT(110904.515383874 493364.07178558)
34366966_1091068;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;12.7223;1.9369;1.5777;0.2666;0.2487;1.1340;11.0730;-999;-0.4370;0.0000;50.2870;-999;-999;-999;15.6526;6.0000;0.3135;0.1592;15.1800;-999;-0.0500;0.0000;7.9377;0.0763;0.0484;7.8130;-999;-0.0150;0.0000;0.4389;0.0108;0.0081;0.4200;-999;-0.0090;0.0000;POINT(114288.973275365 485903.502860363)
34366966_1091069;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Geen;1;Rekenpunt obv toepasbaarheid Havengebied Amsterdam;15.3996;4.3547;2.4116;0.4170;0.3753;2.0154;12.5920;-999;-3.9380;0.0000;48.8840;-999;-999;-999;18.8179;6.7300;0.4859;0.2420;18.0900;-999;-0.5100;0.0000;8.4213;0.1225;0.0738;8.2250;-999;-0.1270;0.0000;0.3835;0.0192;0.0123;0.3520;-999;-0.0720;0.0000;POINT(118713.328009864 490255.425877597)
34366966_1091070;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;14.3983;6.1448;1.1008;0.8155;0.1580;1.9258;11.4990;-999;-0.9710;0.0000;49.6570;-999;-999;-999;16.1949;6.0100;0.9122;0.1077;15.1750;-999;-0.1250;0.0000;7.8511;0.2254;0.0327;7.5930;-999;-0.0330;0.0000;0.4248;0.0343;0.0055;0.3850;-999;-0.0180;0.0000;POINT(116793.605040879 488256.991110898)
34366966_1091071;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;13.3062;2.1208;1.7607;0.2789;0.2598;1.2445;11.5230;-999;-0.8170;0.0000;49.5530;-999;-999;-999;15.6457;6.0000;0.3308;0.1829;15.1320;-999;-0.0980;0.0000;8.0752;0.0805;0.0557;7.9390;-999;-0.0280;0.0000;0.4327;0.0114;0.0093;0.4120;-999;-0.0160;0.0000;POINT(120410.450305325 482013.990840966)
34366966_1091076;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;12.5967;1.9669;2.4220;0.2348;0.3830;1.4708;10.5080;-999;-0.8620;0.0000;49.7990;-999;-999;-999;14.4806;6.0000;0.2847;0.2440;13.9520;-999;-0.0980;0.0000;7.2884;0.0697;0.0737;7.1450;-999;-0.0290;0.0000;0.3741;0.0097;0.0125;0.3520;-999;-0.0160;0.0000;POINT(127218.620327485 482606.025364377)
34366966_1091078;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;16.0125;6.2276;3.1795;0.8312;0.4364;2.6679;12.0770;-999;-4.1130;0.0000;48.6750;-999;-999;-999;15.8779;6.0000;0.9062;0.3307;14.6410;-999;-0.5690;0.0000;7.9009;0.2230;0.1009;7.5770;-999;-0.1420;0.0000;0.4310;0.0310;0.0169;0.3830;-999;-0.0800;0.0000;POINT(120919.109400415 483107.469207063)
34366966_1091079;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;11.9930;1.5061;3.5181;0.1796;0.5661;1.7982;9.4490;-999;-1.3710;0.0000;50.2300;-999;-999;-999;14.0448;6.0000;0.2155;0.3563;13.4730;-999;-0.1570;0.0000;7.0433;0.0529;0.1084;6.8820;-999;-0.0470;0.0000;0.3596;0.0077;0.0179;0.3340;-999;-0.0270;0.0000;POINT(126138.345183146 477419.601777368)
34366966_1091084;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;11.8288;1.0486;2.2642;0.1169;0.3706;1.1892;10.1520;-999;-1.6480;0.0000;49.9970;-999;-999;-999;14.4853;6.0000;0.1264;0.2389;14.1200;-999;-0.2300;0.0000;7.4145;0.0321;0.0724;7.3100;-999;-0.0600;0.0000;0.3821;0.0061;0.0120;0.3640;-999;-0.0340;0.0000;POINT(127448.298879591 480659.853782918)
34366966_1091085;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;16.3224;6.7270;1.2401;0.6464;0.1781;2.1190;13.3790;-999;-0.7010;0.0000;48.4450;-999;-999;-999;17.5534;6.1500;0.7090;0.1294;16.7150;-999;-0.0950;0.0000;9.1361;0.1829;0.0392;8.9140;-999;-0.0250;0.0000;0.5199;0.0295;0.0065;0.4840;-999;-0.0140;0.0000;POINT(118798.891809431 487506.990689234)
34366966_1091087;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;15.7500;3.4322;2.7436;0.3891;0.3720;1.9129;13.0760;-999;-0.7340;0.0000;48.3510;-999;-999;-999;16.1984;6.0100;0.4328;0.2856;15.4800;-999;-0.0900;0.0000;8.3278;0.1087;0.0872;8.1320;-999;-0.0260;0.0000;0.4513;0.0167;0.0146;0.4200;-999;-0.0150;0.0000;POINT(120241.482536347 484010.9606958)
34366966_1091088;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;15.4640;4.1348;3.4503;0.4761;0.4645;2.3464;12.1770;-999;-4.1130;0.0000;48.6750;-999;-999;-999;15.5018;6.0000;0.5019;0.3589;14.6410;-999;-0.5690;0.0000;7.8135;0.1269;0.1096;7.5770;-999;-0.1420;0.0000;0.4208;0.0194;0.0184;0.3830;-999;-0.0800;0.0000;POINT(120247.982536347 483894.4606958)
34366966_1091090;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;15.2189;3.5439;3.0285;0.4462;0.4791;2.0316;12.2620;-999;-1.9380;0.0000;49.0180;-999;-999;-999;16.2682;6.0100;0.5381;0.3031;15.4270;-999;-0.2430;0.0000;7.7482;0.1311;0.0921;7.5250;-999;-0.0630;0.0000;0.4160;0.0186;0.0154;0.3820;-999;-0.0350;0.0000;POINT(120094.241748949 492214.587876537)
34366966_1091092;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;14.6312;3.7124;1.5215;0.4835;0.2335;1.4962;12.4180;-999;-0.5120;0.0000;48.7230;-999;-999;-999;15.9104;6.0000;0.4457;0.1517;15.3130;-999;-0.0570;0.0000;8.2613;0.1132;0.0461;8.1020;-999;-0.0170;0.0000;0.4527;0.0170;0.0077;0.4280;-999;-0.0100;0.0000;POINT(124577.310709191 485727.862141829)
34366966_1091093;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;12.9082;1.0390;0.5091;0.1158;0.0709;0.4825;12.2390;-999;-0.1610;0.0000;49.3740;-999;-999;-999;18.1678;6.3800;0.1384;0.0453;17.9840;-999;-0.0160;0.0000;7.8109;0.0341;0.0138;7.7630;-999;-0.0050;0.0000;0.3591;0.0047;0.0023;0.3520;-999;-0.0030;0.0000;POINT(114995.239584183 491911.54505913)
34366966_1091094;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;16.5711;5.3580;3.2084;0.7829;0.5133;2.4368;12.8380;-999;-4.2020;0.0000;48.4520;-999;-999;-999;15.3479;6.0000;0.5123;0.3295;14.5060;-999;-0.5640;0.0000;7.7361;0.1348;0.1003;7.5010;-999;-0.1420;0.0000;0.4306;0.0209;0.0168;0.3930;-999;-0.0790;0.0000;POINT(124367.022362069 483571.501771625)
34366966_1091096;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;14.9007;4.3914;1.9011;0.5337;0.2834;1.8106;12.2730;-999;-1.0670;0.0000;48.8570;-999;-999;-999;15.5827;6.0000;0.5767;0.1800;14.8260;-999;-0.1240;0.0000;7.7600;0.1451;0.0549;7.5600;-999;-0.0330;0.0000;0.4356;0.0253;0.0093;0.4010;-999;-0.0180;0.0000;POINT(124914.444300079 490232.043887011)
34366966_1091098;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;16.6800;5.3087;0.9631;0.5754;0.1421;1.6494;14.3130;-999;-0.1770;0.0000;47.7490;-999;-999;-999;16.0431;6.0300;0.6599;0.0912;15.2920;-999;-0.0180;0.0000;8.1653;0.1650;0.0273;7.9730;-999;-0.0060;0.0000;0.4758;0.0242;0.0046;0.4470;-999;-0.0030;0.0000;POINT(123745.11943001 487560.477719995)
37161516_1091099;2021-rbl_20210416_b450dd4f12;2030;Hoogheemraadschap Hollands Noorderkwartier;R ,;Alle;0;;8.5408;0.0000;0.0907;0.0000;0.0111;0.0497;8.4800;-999;0.0000;0.0000;51.3700;-999;-999;-999;12.8171;6.0000;0.0000;0.0071;12.8100;-999;0.0000;0.0000;6.2591;0.0000;0.0021;6.2570;-999;0.0000;0.0000;0.2884;0.0000;0.0004;0.2880;-999;0.0000;0.0000;POINT(131898.833355794 491268.902395938)
34366966_1091102;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;17.5456;5.9145;1.5104;0.8665;0.2305;1.9186;14.5300;-999;-0.5800;0.0000;47.6130;-999;-999;-999;15.9032;6.0000;0.5671;0.1541;15.1820;-999;-0.0680;0.0000;8.0429;0.1490;0.0469;7.8470;-999;-0.0200;0.0000;0.4638;0.0230;0.0079;0.4330;-999;-0.0110;0.0000;POINT(123444.017262106 484649.216266398)
34366966_1091103;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;20.7025;7.8262;1.3840;0.8271;0.1893;2.2991;17.3870;-999;-0.0430;0.0000;46.3780;-999;-999;-999;16.6557;6.0000;0.8239;0.1258;15.7060;-999;-0.0040;0.0000;8.3792;0.2176;0.0375;8.1240;-999;-0.0020;0.0000;0.5265;0.0389;0.0066;0.4810;-999;-0.0010;0.0000;POINT(122040.265775339 487589.962139187)
34366966_1091104;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;13.6590;2.3815;2.3267;0.3361;0.3599;1.5060;11.4570;-999;-1.3730;0.0000;49.2780;-999;-999;-999;14.5050;6.0000;0.3236;0.2323;13.9490;-999;-0.1510;0.0000;7.2782;0.0805;0.0707;7.1270;-999;-0.0450;0.0000;0.3949;0.0120;0.0118;0.3710;-999;-0.0250;0.0000;POINT(125403.359630265 485363.921818307)
34366966_1091105;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R Bos en Lommerweg,Amsterdam;Alle;0;;15.8034;5.4360;1.0820;0.7152;0.1551;1.7132;13.2200;-999;-2.1200;0.0000;48.3550;-999;-999;-999;17.2819;6.0800;0.7974;0.1106;16.3740;-999;-0.3060;0.0000;8.7233;0.1968;0.0336;8.4930;-999;-0.0760;0.0000;0.4728;0.0293;0.0056;0.4380;-999;-0.0430;0.0000;POINT(118784.399779019 488560.343719303)
37161516_1091106;2021-rbl_20210416_b450dd4f12;2030;Hoogheemraadschap Hollands Noorderkwartier;L ,;Alle;0;;11.6736;0.0000;2.5502;0.0000;0.3773;1.0063;10.2900;-999;-4.2900;0.0000;50.1000;-999;-999;-999;14.2500;6.0000;0.0000;0.2400;14.0100;-999;-0.5200;0.0000;7.2138;0.0000;0.0728;7.1410;-999;-0.1300;0.0000;0.3644;0.0000;0.0124;0.3520;-999;-0.0730;0.0000;POINT(125974.31100249 490778.82865104)
34366966_1091107;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;18.6881;8.4263;1.6592;1.2458;0.2416;2.4907;14.7100;-999;-0.4900;0.0000;47.5470;-999;-999;-999;17.6298;6.1700;1.4162;0.1726;16.0410;-999;-0.0590;0.0000;8.9523;0.3417;0.0526;8.5580;-999;-0.0170;0.0000;0.5234;0.0446;0.0088;0.4700;-999;-0.0100;0.0000;POINT(122198.25609756 484224.195121956)
34366966_1091108;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;13.3936;4.4563;1.2728;0.5657;0.1903;1.6297;11.0080;-999;-0.5640;0.0000;50.3010;-999;-999;-999;15.3258;6.0000;0.6472;0.1326;14.5460;-999;-0.0640;0.0000;7.5451;0.1598;0.0403;7.3450;-999;-0.0210;0.0000;0.4127;0.0231;0.0067;0.3830;-999;-0.0120;0.0000;POINT(116859.109462575 486527.576895681)
34366966_1091111;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L Distelweg,Amsterdam;Alle;0;;15.7739;5.3573;1.0513;0.8016;0.1520;1.6603;13.1600;-999;-0.1500;0.0000;48.4030;-999;-999;-999;16.0853;6.0200;0.7830;0.0973;15.2050;-999;-0.0150;0.0000;7.9202;0.1890;0.0292;7.7020;-999;-0.0050;0.0000;0.4385;0.0255;0.0051;0.4080;-999;-0.0030;0.0000;POINT(122405.673364547 489371.203110646)
34366966_1091112;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;15.1362;2.8206;3.6798;0.3489;0.5093;2.1340;12.1440;-999;-4.6960;0.0000;48.7500;-999;-999;-999;15.1331;6.0000;0.3843;0.3818;14.3670;-999;-0.6730;0.0000;7.5581;0.0957;0.1164;7.3460;-999;-0.1700;0.0000;0.4078;0.0142;0.0195;0.3740;-999;-0.0950;0.0000;POINT(118864.326331054 483089.814842065)
37161516_1091113;2021-rbl_20210416_b450dd4f12;2030;Hoogheemraadschap Hollands Noorderkwartier;L ,;Alle;0;;9.5851;0.0000;0.1861;0.0000;0.0256;0.0895;9.4700;-999;0.0000;0.0000;50.6000;-999;-999;-999;13.0164;6.0000;0.0000;0.0164;13.0000;-999;0.0000;0.0000;6.4149;0.0000;0.0049;6.4100;-999;0.0000;0.0000;0.2969;0.0000;0.0009;0.2960;-999;0.0000;0.0000;POINT(130949.163754408 490618.733225133)
34366966_1091114;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;16.4716;8.4044;0.8811;0.8669;0.1291;2.3546;13.1210;-999;-0.3390;0.0000;48.5340;-999;-999;-999;17.1363;6.0600;0.9091;0.0891;16.1380;-999;-0.0420;0.0000;8.5608;0.2358;0.0270;8.2980;-999;-0.0120;0.0000;0.4737;0.0382;0.0045;0.4310;-999;-0.0070;0.0000;POINT(119196.346352582 488740.19541473)
34366966_1091115;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;13.1399;3.2946;4.1631;0.3709;0.6692;2.4538;9.6460;-999;-6.0340;0.0000;50.1150;-999;-999;-999;14.3341;6.0000;0.4460;0.4261;13.4620;-999;-0.8080;0.0000;7.1828;0.1102;0.1296;6.9430;-999;-0.2080;0.0000;0.3594;0.0160;0.0214;0.3220;-999;-0.1170;0.0000;POINT(125751.8985396 477871.472574581)
34366966_1091117;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;13.4250;2.1916;2.3241;0.3454;0.3723;1.4693;11.2380;-999;-0.6500;0.0000;50.0710;-999;-999;-999;15.3515;6.0000;0.4201;0.2384;14.6930;-999;-0.0770;0.0000;7.6116;0.1000;0.0725;7.4390;-999;-0.0240;0.0000;0.4253;0.0121;0.0122;0.4010;-999;-0.0130;0.0000;POINT(114950.243796566 484331.69032631)
34366966_1091118;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R Julianaplein,Amsterdam;Alle;0;;17.5205;6.6353;1.4935;0.6111;0.2251;2.1543;14.5300;-999;-0.5800;0.0000;47.6130;-999;-999;-999;15.8466;6.0000;0.5113;0.1533;15.1820;-999;-0.0680;0.0000;8.0380;0.1443;0.0466;7.8470;-999;-0.0200;0.0000;0.4641;0.0233;0.0078;0.4330;-999;-0.0110;0.0000;POINT(123052.315619753 484488.611170642)
37161516_1091122;2021-rbl_20210416_b450dd4f12;2030;Hoogheemraadschap Hollands Noorderkwartier;L ,;Alle;0;;8.5191;0.0000;0.2975;0.0000;0.0445;0.1446;8.3300;-999;0.0000;0.0000;51.4900;-999;-999;-999;12.9784;6.0000;0.0000;0.0284;12.9500;-999;0.0000;0.0000;6.3865;0.0000;0.0085;6.3780;-999;0.0000;0.0000;0.2994;0.0000;0.0014;0.2980;-999;0.0000;0.0000;POINT(130396.624720005 489347.507234296)
34366966_1091124;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;13.8324;5.5358;1.7178;0.6279;0.2553;2.0643;10.8850;-999;-0.5300;0.0000;50.1250;-999;-999;-999;15.4327;6.0000;0.5652;0.1775;14.6900;-999;-0.0600;0.0000;7.7660;0.1479;0.0540;7.5640;-999;-0.0190;0.0000;0.4247;0.0227;0.0090;0.3930;-999;-0.0100;0.0000;POINT(119696.395411068 481867.277368671)
34366966_1091125;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;14.5152;3.2961;2.0118;0.4111;0.3079;1.5942;12.2020;-999;-3.3980;0.0000;48.8070;-999;-999;-999;15.5717;6.0000;0.4273;0.2115;14.9330;-999;-0.4970;0.0000;7.8927;0.1075;0.0642;7.7210;-999;-0.1270;0.0000;0.4127;0.0160;0.0107;0.3860;-999;-0.0710;0.0000;POINT(117026.407163252 484975.264198073)
34366966_1091126;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;15.1408;2.1951;2.6347;0.2627;0.3879;1.5882;12.9020;-999;-0.6080;0.0000;48.8100;-999;-999;-999;17.0083;6.0400;0.3082;0.2871;16.4130;-999;-0.0770;0.0000;8.9570;0.0761;0.0869;8.7940;-999;-0.0220;0.0000;0.4959;0.0110;0.0140;0.4710;-999;-0.0120;0.0000;POINT(118083.099013963 486948.079619052)
34366966_1091127;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;14.3127;4.8794;1.8395;0.5943;0.2679;1.9275;11.5230;-999;-0.8170;0.0000;49.5530;-999;-999;-999;16.0181;6.0300;0.6950;0.1911;15.1320;-999;-0.0980;0.0000;8.1681;0.1709;0.0582;7.9390;-999;-0.0280;0.0000;0.4454;0.0237;0.0097;0.4120;-999;-0.0160;0.0000;POINT(120117.973822308 482324.59927366)
34366966_1091128;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L Strawinskylaan,Amsterdam;Alle;0;;15.9237;4.2780;4.3341;0.4531;0.5804;2.7132;12.1770;-999;-4.1130;0.0000;48.6750;-999;-999;-999;15.5729;6.0000;0.4811;0.4507;14.6410;-999;-0.5690;0.0000;7.8385;0.1238;0.1377;7.5770;-999;-0.1420;0.0000;0.4274;0.0213;0.0232;0.3830;-999;-0.0800;0.0000;POINT(120095.38407584 483809.788580801)
34366966_1091129;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;15.5295;0.9195;0.8642;0.0871;0.1208;0.5796;14.7420;-999;-0.1480;0.0000;47.4590;-999;-999;-999;16.3282;6.0000;0.0869;0.0884;16.1530;-999;-0.0170;0.0000;8.6380;0.0232;0.0268;8.5880;-999;-0.0050;0.0000;0.4753;0.0038;0.0045;0.4670;-999;-0.0030;0.0000;POINT(121315.181721413 486328.07184363)
34366966_1091132;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;15.8651;2.9483;1.5316;0.3768;0.2366;1.3076;13.9440;-999;-0.6560;0.0000;48.0750;-999;-999;-999;16.7682;6.0100;0.4539;0.1503;16.1640;-999;-0.0760;0.0000;7.7471;0.1104;0.0457;7.5910;-999;-0.0220;0.0000;0.4164;0.0158;0.0077;0.3930;-999;-0.0120;0.0000;POINT(120680.359870651 491619.130700301)
34366966_1091133;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;14.9532;3.9789;2.2057;0.4623;0.3524;1.8195;12.3190;-999;-0.6010;0.0000;48.6740;-999;-999;-999;15.3718;6.0000;0.5034;0.2264;14.6420;-999;-0.0680;0.0000;7.7605;0.1272;0.0682;7.5650;-999;-0.0210;0.0000;0.4314;0.0210;0.0114;0.3990;-999;-0.0120;0.0000;POINT(125479.672727362 481765.521598999)
34366966_1091134;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;18.7743;11.4307;0.7945;0.9678;0.1086;2.9719;14.7260;-999;-0.1340;0.0000;47.6120;-999;-999;-999;18.0332;6.3200;0.8213;0.0780;17.1340;-999;-0.0160;0.0000;9.4789;0.2384;0.0235;9.2170;-999;-0.0050;0.0000;0.5589;0.0409;0.0040;0.5140;-999;-0.0030;0.0000;POINT(120825.559410845 487447.283642168)
34366966_1091135;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;16.1695;7.3669;0.8848;0.7348;0.1288;2.1269;13.1790;-999;-0.2410;0.0000;48.4250;-999;-999;-999;16.1688;6.0100;0.7993;0.0835;15.2860;-999;-0.0240;0.0000;7.9953;0.2051;0.0252;7.7650;-999;-0.0080;0.0000;0.4495;0.0332;0.0043;0.4120;-999;-0.0050;0.0000;POINT(121249.823729341 489140.219072304)
34366966_1091137;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R Plesmanlaan,Amsterdam;Alle;0;;14.2381;4.7068;1.9198;0.5920;0.3029;1.9102;11.4330;-999;-0.9870;0.0000;49.7350;-999;-999;-999;15.6942;6.0000;0.6993;0.1988;14.7960;-999;-0.1240;0.0000;7.7900;0.1716;0.0605;7.5580;-999;-0.0360;0.0000;0.4313;0.0262;0.0101;0.3950;-999;-0.0200;0.0000;POINT(116029.029231922 484962.05096736)
34366966_1091138;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;17.9795;10.6156;4.1636;1.1677;0.5711;3.9437;12.2970;-999;-4.3130;0.0000;48.7540;-999;-999;-999;16.2780;6.0100;1.2011;0.4329;14.6440;-999;-0.6060;0.0000;7.9981;0.3111;0.1321;7.5550;-999;-0.1520;0.0000;0.4688;0.0516;0.0222;0.3950;-999;-0.0850;0.0000;POINT(119048.95833102 483181.400000095)
34366966_1091139;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;14.3871;5.7115;1.4957;0.6799;0.2080;2.0001;11.4990;-999;-0.9710;0.0000;49.6570;-999;-999;-999;15.7595;6.0000;0.4481;0.1365;15.1750;-999;-0.1250;0.0000;7.7662;0.1318;0.0414;7.5930;-999;-0.0330;0.0000;0.4170;0.0247;0.0073;0.3850;-999;-0.0180;0.0000;POINT(116321.2893429 488790.935294778)
34366966_1091140;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;13.9618;2.9422;1.5473;0.3773;0.2220;1.3495;12.0130;-999;-1.0770;0.0000;49.1710;-999;-999;-999;16.0378;6.0300;0.4504;0.1594;15.4280;-999;-0.1420;0.0000;7.9255;0.1101;0.0484;7.7670;-999;-0.0370;0.0000;0.4205;0.0165;0.0080;0.3960;-999;-0.0210;0.0000;POINT(117554.482986477 488015.54677598)
34366966_1091142;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;17.3427;7.6144;1.0620;0.8641;0.1567;2.1920;14.1300;-999;-0.2300;0.0000;47.8370;-999;-999;-999;16.8034;6.0100;0.9031;0.1053;15.7950;-999;-0.0250;0.0000;8.6446;0.2297;0.0319;8.3830;-999;-0.0080;0.0000;0.4987;0.0343;0.0054;0.4590;-999;-0.0040;0.0000;POINT(123121.564339777 486171.556835488)
34366966_1091143;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;16.5387;4.9432;1.1851;0.5979;0.1766;1.6342;14.1300;-999;-0.2300;0.0000;47.8370;-999;-999;-999;16.5495;6.0000;0.6383;0.1162;15.7950;-999;-0.0250;0.0000;8.5779;0.1599;0.0351;8.3830;-999;-0.0080;0.0000;0.4880;0.0231;0.0059;0.4590;-999;-0.0040;0.0000;POINT(123882.351081037 486539.22798817)
34366966_1091144;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;12.3029;1.9846;2.4307;0.2370;0.3965;1.4785;10.1910;-999;-0.6590;0.0000;49.9930;-999;-999;-999;14.8515;6.0000;0.2872;0.2512;14.3130;-999;-0.0770;0.0000;7.5855;0.0703;0.0762;7.4390;-999;-0.0230;0.0000;0.3955;0.0097;0.0128;0.3730;-999;-0.0130;0.0000;POINT(127996.330922296 481959.229234644)
34366966_1091145;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;14.0580;6.4017;1.1930;0.8337;0.1827;2.0426;10.9990;-999;-0.3730;0.0000;50.2750;-999;-999;-999;16.0647;6.0200;0.9945;0.1201;14.9500;-999;-0.0400;0.0000;7.9034;0.2429;0.0366;7.6240;-999;-0.0130;0.0000;0.4421;0.0350;0.0061;0.4010;-999;-0.0070;0.0000;POINT(115353.233934597 486683.685262238)
34366966_1091146;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;15.3518;3.7608;1.3536;0.5030;0.1926;1.4361;13.2200;-999;-2.1200;0.0000;48.3550;-999;-999;-999;17.0438;6.0400;0.5295;0.1402;16.3740;-999;-0.3060;0.0000;8.6672;0.1316;0.0426;8.4930;-999;-0.0760;0.0000;0.4651;0.0201;0.0070;0.4380;-999;-0.0430;0.0000;POINT(118637.085875743 488094.490462911)
